Distance [mm];By [];Bag;#;;;
407,4582404;-0,000258114;-0,453;1;9,462628476;-0,019299154;542,1686748
408,001518;-0,007153878;-0,453;2;9,475245312;-0,025727425;542,8915662
408,5447957;-0,014015479;-0,453;3;9,487862151;-0,032151602;543,6144579
409,0880733;-0,020879602;-0,453;4;9,500478988;-0,03857066;544,3373494
409,631351;-0,027746249;-0,453;5;9,513095827;-0,04498358;545,060241
410,1746286;-0,034615421;-0,453;6;9,525712664;-0,051389337;545,7831325
410,7179063;-0,041503009;-0,453;7;9,538329503;-0,057786916;546,5060241
411,2611839;-0,048398401;-0,453;8;9,55094634;-0,064175294;547,2289156
411,8044616;-0,055296303;-0,453;9;9,563563179;-0,070553459;547,9518072
412,3477392;-0,062196716;-0,453;10;9,576180015;-0,076920391;548,6746987
412,8910169;-0,06909964;-0,453;11;9,588796854;-0,08327508;549,3975904
413,4342945;-0,076005077;-0,453;12;9,601413691;-0,089616512;550,1204819
413,9775722;-0,082913026;-0,453;13;9,61403053;-0,09594368;550,8433735
414,5208499;-0,08982349;-0,453;14;9,626647369;-0,102255575;551,5662651
415,0641275;-0,09673647;-0,453;15;9,639264206;-0,108551192;552,2891566
415,6074052;-0,103651965;-0,453;16;9,651881045;-0,11482953;553,0120482
416,1506828;-0,110569978;-0,453;17;9,664497882;-0,121089588;553,7349397
416,6939605;-0,11746764;-0,453;18;9,677114721;-0,127330373;554,4578314
417,2372381;-0,124127299;-0,453;19;9,689731557;-0,133550887;555,1807229
417,7805158;-0,130819017;-0,453;20;9,702348396;-0,139750143;555,9036145
418,3237934;-0,137542796;-0,453;21;9,714965233;-0,145927153;556,626506
418,8670711;-0,144298635;-0,453;22;9,727582072;-0,152080935;557,3493976
419,4103487;-0,151086534;-0,453;23;9,740198909;-0,158210507;558,0722891
419,9536264;-0,157835508;-0,453;24;9,752815748;-0,164314895;558,7951807
420,496904;-0,164272671;-0,453;25;9,765432585;-0,170393127;559,5180722
421,0401817;-0,170671173;-0,453;26;9,778049424;-0,176444236;560,2409638
421,5834594;-0,177032617;-0,453;27;9,790666263;-0,182467258;560,9638555
422,126737;-0,183356007;-0,453;28;9,803283099;-0,188461234;561,686747
422,6700147;-0,189641345;-0,453;29;9,815899938;-0,19442521;562,4096386
423,2132923;-0,195888634;-0,453;30;9,828516775;-0,200358237;563,1325301
423,75657;-0,202097876;-0,453;31;9,841133614;-0,206259371;563,8554217
424,2998476;-0,208269072;-0,453;32;9,853750451;-0,212127672;564,5783132
424,8431253;-0,214402226;-0,453;33;9,86636729;-0,217962206;565,3012048
425,3864029;-0,220497339;-0,453;34;9,878984127;-0,223762044;566,0240963
425,9296806;-0,226554415;-0,453;35;9,891600966;-0,229526263;566,746988
426,4729582;-0,232573454;-0,453;36;9,904217802;-0,235253945;567,4698795
427,0162359;-0,23855446;-0,453;37;9,916834641;-0,24094418;568,1927711
427,5595135;-0,244497435;-0,453;38;9,929451478;-0,24659606;568,9156626
428,1027912;-0,250402381;-0,453;39;9,942068317;-0,252208686;569,6385542
428,6460689;-0,2562693;-0,453;40;9,954685156;-0,257781166;570,3614458
429,1893465;-0,262098195;-0,453;41;9,967301993;-0,26331261;571,0843373
429,7326242;-0,267889068;-0,453;42;9,979918832;-0,268802141;571,807229
430,2759018;-0,273641922;-0,453;43;9,992535669;-0,274248882;572,5301205
430,8191795;-0,279356758;-0,453;44;10,00515251;-0,279651968;573,2530121
431,3624571;-0,285033579;-0,453;45;10,01776934;-0,285010538;573,9759036
431,9057348;-0,291492469;-0,453;46;10,03038618;-0,29032374;574,6987952
432,4490124;-0,296495202;-0,453;47;10,04300302;-0,295590727;575,4216867
432,9922901;-0,301452031;-0,453;48;10,05561986;-0,300810661;576,1445783
433,5355677;-0,306362957;-0,453;49;10,0682367;-0,305982711;576,8674698
434,0788454;-0,311227978;-0,453;50;10,08085354;-0,311106055;577,5903614
434,622123;-0,316047096;-0,453;51;10,09347037;-0,316179875;578,3132529
435,1654007;-0,32082031;-0,453;52;10,10608721;-0,321203366;579,0361446
435,7086783;-0,325547621;-0,453;53;10,11870405;-0,326175726;579,7590361
436,251956;-0,330229028;-0,453;54;10,13132089;-0,331096166;580,4819277
436,7952337;-0,334864532;-0,453;55;10,14393773;-0,3359639;581,2048193
437,3385113;-0,339454133;-0,453;56;10,15655456;-0,340778155;581,9277108
437,881789;-0,343997831;-0,453;57;10,1691714;-0,345538164;582,6506024
438,4250666;-0,348495625;-0,453;58;10,18178824;-0,350243168;583,3734939
438,9683443;-0,352947517;-0,453;59;10,19440508;-0,354892421;584,0963856
439,5116219;-0,357353506;-0,453;60;10,20702191;-0,359485181;584,8192771
440,0548996;-0,361713593;-0,453;61;10,21963875;-0,364020718;585,5421687
440,5981772;-0,366027777;-0,453;62;10,23225559;-0,368498308;586,2650602
441,1414549;-0,370296059;-0,453;63;10,24487243;-0,37291724;586,9879518
441,6847325;-0,374463424;-0,453;64;10,25748927;-0,37727681;587,7108433
442,2280102;-0,378099268;-0,453;65;10,2701061;-0,381576324;588,4337349
442,7712878;-0,38164964;-0,453;66;10,28272294;-0,385815098;589,1566264
443,3145655;-0,384617563;-0,453;67;10,29533978;-0,389992457;589,8795181
443,8578432;-0,387545264;-0,453;68;10,30795662;-0,394107736;590,6024097
444,4011208;-0,390432744;-0,453;69;10,32057346;-0,39816028;591,3253012
444,9443985;-0,393280002;-0,453;70;10,33319029;-0,402149444;592,0481928
445,4876761;-0,396087035;-0,453;71;10,34580713;-0,406074592;592,7710843
446,0309538;-0,398853844;-0,453;72;10,35842397;-0,409935101;593,4939759
446,5742314;-0,401580427;-0,453;73;10,37104081;-0,413730355;594,2168674
447,1175091;-0,404266784;-0,453;74;10,38365765;-0,417459751;594,939759
447,6607867;-0,406904979;-0,453;75;10,39627448;-0,421122694;595,6626505
448,2040644;-0,409463277;-0,453;76;10,40889132;-0,424718602;596,3855422
448,747342;-0,411956183;-0,453;77;10,42150816;-0,428246902;597,1084337
449,2906197;-0,414383702;-0,453;78;10,434125;-0,431707033;597,8313253
449,8338973;-0,416745834;-0,453;79;10,44674183;-0,435098443;598,5542168
450,377175;-0,419042585;-0,453;80;10,45935867;-0,438420594;599,2771084
450,9204527;-0,421273956;-0,453;81;10,47197551;-0,441672956;600
451,4637303;-0,423439952;-0,453;82;10,48459235;-0,444855011;600,7228915
452,007008;-0,425540574;-0,453;83;10,49720919;-0,447966253;601,4457832
452,5502856;-0,427575827;-0,453;84;10,50982603;-0,451006186;602,1686747
453,0935633;-0,429545712;-0,453;85;10,52244286;-0,453974328;602,8915663
453,6368409;-0,431212563;-0,453;86;10,5350597;-0,456870204;603,6144578
454,1801186;-0,432773258;-0,453;87;10,54767654;-0,459693355;604,3373494
454,7233962;-0,434307144;-0,453;88;10,56029338;-0,46244333;605,0602409
455,2666739;-0,435810085;-0,453;89;10,57291022;-0,465119693;605,7831325
455,8099515;-0,437282079;-0,453;90;10,58552705;-0,467722017;606,506024
456,3532292;-0,438723125;-0,453;91;10,59814389;-0,470249888;607,2289157
456,8965068;-0,440133221;-0,453;92;10,61076073;-0,472702902;607,9518072
457,4397845;-0,441512367;-0,453;93;10,62337757;-0,475080672;608,6746988
457,9830622;-0,442860561;-0,453;94;10,63599441;-0,477382816;609,3975904
458,5263398;-0,444177801;-0,453;95;10,64861124;-0,47960897;610,1204819
459,0696175;-0,445464086;-0,453;96;10,66122808;-0,481758778;610,8433735
459,6128951;-0,446719415;-0,453;97;10,67384492;-0,483831899;611,566265
460,1561728;-0,447943787;-0,453;98;10,68646176;-0,485828002;612,2891567
460,6994504;-0,4491372;-0,453;99;10,69907859;-0,487746769;613,0120481
461,2427281;-0,450299653;-0,453;100;10,71169543;-0,489587897;613,7349398
461,7860057;-0,451431144;-0,453;101;10,72431227;-0,49135109;614,4578313
462,3292834;-0,452531673;-0,453;102;10,73692911;-0,493036069;615,1807229
462,872561;-0,453601237;-0,453;103;10,74954595;-0,494642564;615,9036144
463,4158387;-0,454639836;-0,453;104;10,76216279;-0,496170322;616,626506
463,9591163;-0,455647468;-0,453;105;10,77477962;-0,497619098;617,3493975
464,502394;-0,456624132;-0,453;106;10,78739646;-0,498988662;618,0722891
465,0456717;-0,457569826;-0,453;107;10,8000133;-0,500278795;618,7951808
465,5889493;-0,45848455;-0,453;108;10,81263014;-0,501489293;619,5180723
466,132227;-0,459368301;-0,453;109;10,82524698;-0,502619963;620,2409639
466,6755046;-0,460221079;-0,453;110;10,83786381;-0,503670624;620,9638554
467,2187823;-0,461042883;-0,453;111;10,85048065;-0,50464111;621,686747
467,7620599;-0,46183371;-0,453;112;10,86309749;-0,505531265;622,4096385
468,3053376;-0,46259356;-0,453;113;10,87571433;-0,506340949;623,1325301
468,8486152;-0,463322431;-0,453;114;10,88833116;-0,507070032;623,8554216
469,3918929;-0,464020323;-0,453;115;10,900948;-0,507718399;624,5783133
469,9351705;-0,464652894;-0,453;116;10,91356484;-0,508285946;625,3012048
470,4784482;-0,465150674;-0,453;117;10,92618168;-0,508772582;626,0240964
471,0217258;-0,465622803;-0,453;118;10,93879852;-0,509178231;626,7469879
471,5650035;-0,466108051;-0,453;119;10,95141535;-0,509502828;627,4698795
472,1082812;-0,466568073;-0,453;120;10,96403219;-0,509746321;628,1927711
472,6515588;-0,467002225;-0,453;121;10,97664903;-0,509908671;628,9156626
473,1948365;-0,467399512;-0,453;122;10,98926587;-0,509989852;629,6385543
473,7381141;-0,467759936;-0,453;123;11,00188271;-0,509989852;630,3614457
474,2813918;-0,465893125;-0,453;124;11,01449954;-0,509908671;631,0843374
474,8246694;-0,465771417;-0,453;125;11,02711638;-0,509746321;631,8072289
475,3679471;-0,465622068;-0,453;126;11,03973322;-0,509502828;632,5301205
475,9112247;-0,465488053;-0,453;127;11,05235006;-0,509178231;633,253012
476,4545024;-0,465454662;-0,453;128;11,0649669;-0,508772582;633,9759036
476,99778;-0,465409419;-0,453;129;11,07758373;-0,508285946;634,6987951
477,5410577;-0,465343238;-0,453;130;11,09020057;-0,507718399;635,4216867
478,0843353;-0,46525612;-0,453;131;11,10281741;-0,507070033;636,1445782
478,627613;-0,465148065;-0,453;132;11,11543425;-0,506340949;636,8674699
479,1708907;-0,465019075;-0,453;133;11,12805109;-0,505531265;637,5903615
479,7141683;-0,46486915;-0,453;134;11,14066792;-0,50464111;638,313253
480,257446;-0,464698293;-0,453;135;11,15328476;-0,503670624;639,0361446
480,8007236;-0,464506503;-0,453;136;11,1659016;-0,502619963;639,7590361
481,3440013;-0,464293782;-0,453;137;11,17851844;-0,501489293;640,4819277
481,8872789;-0,464060132;-0,453;138;11,19113528;-0,500278795;641,2048192
482,4305566;-0,463805552;-0,453;139;11,20375211;-0,498988662;641,9277109
482,9738342;-0,463530045;-0,453;140;11,21636895;-0,497619098;642,6506024
483,5171119;-0,463233611;-0,453;141;11,22898579;-0,496170322;643,373494
484,0603895;-0,462916252;-0,453;142;11,24160263;-0,494642565;644,0963855
484,6036672;-0,462385928;-0,453;143;11,25421947;-0,493036069;644,8192771
485,1469448;-0,461512125;-0,453;144;11,2668363;-0,49135109;645,5421686
485,6902225;-0,460607508;-0,453;145;11,27945314;-0,489587897;646,2650602
486,2335002;-0,459672079;-0,453;146;11,29206998;-0,487746769;646,9879519
486,7767778;-0,458705843;-0,453;147;11,30468682;-0,485828002;647,7108433
487,3200555;-0,457708803;-0,453;148;11,31730366;-0,483831899;648,433735
487,8633331;-0,456680961;-0,453;149;11,32992049;-0,481758778;649,1566265
488,4066108;-0,455622321;-0,453;150;11,34253733;-0,47960897;649,8795181
488,9498884;-0,454532887;-0,453;151;11,35515417;-0,477382816;650,6024096
489,4931661;-0,453412662;-0,453;152;11,36777101;-0,475080672;651,3253012
490,0364437;-0,452261648;-0,453;153;11,38038784;-0,472702903;652,0481927
490,5797214;-0,451079849;-0,453;154;11,39300468;-0,470249888;652,7710843
491,122999;-0,449867269;-0,453;155;11,40562152;-0,467722017;653,4939758
491,6662767;-0,448623911;-0,453;156;11,41823836;-0,465119693;654,2168675
492,2095543;-0,447335104;-0,453;157;11,4308552;-0,462443331;654,939759
492,752832;-0,445968077;-0,453;158;11,44347204;-0,459693355;655,6626506
493,2961097;-0,444564896;-0,453;159;11,45608887;-0,456870204;656,3855422
493,8393873;-0,443218198;-0,453;160;11,46870571;-0,453974328;657,1084337
494,382665;-0,441747298;-0,453;161;11,48132255;-0,451006186;657,8313253
494,9259426;-0,44025299;-0,453;162;11,49393939;-0,447966253;658,5542168
495,4692203;-0,438735274;-0,453;163;11,50655623;-0,444855011;659,2771085
496,0124979;-0,436803763;-0,453;164;11,51917306;-0,441672956;660
496,5557756;-0,434741416;-0,453;165;11,5317899;-0,438420594;660,7228916
497,0990532;-0,432665312;-0,453;166;11,54440674;-0,435098444;661,4457831
497,6423309;-0,430555009;-0,453;167;11,55702358;-0,431707033;662,1686747
498,1856085;-0,428266141;-0,453;168;11,56964041;-0,428246903;662,8915662
498,7288862;-0,425933521;-0,453;169;11,58225725;-0,424718602;663,6144578
499,2721638;-0,423557151;-0,453;170;11,59487409;-0,421122695;664,3373493
499,8154415;-0,421137035;-0,453;171;11,60749093;-0,417459751;665,060241
500,3587192;-0,418673177;-0,453;172;11,62010777;-0,413730355;665,7831326
500,9019968;-0,41616558;-0,453;173;11,6327246;-0,409935101;666,5060241
501,4452745;-0,413614247;-0,453;174;11,64534144;-0,406074592;667,2289157
501,9885521;-0,411019182;-0,453;175;11,65795828;-0,402149444;667,9518072
502,5318298;-0,408380388;-0,453;176;11,67057512;-0,39816028;668,6746988
503,0751074;-0,405697869;-0,453;177;11,68319196;-0,394107736;669,3975903
503,6183851;-0,402971628;-0,453;178;11,69580879;-0,389992457;670,1204819
504,1616627;-0,400201669;-0,453;179;11,70842563;-0,385815099;670,8433734
504,7049404;-0,397387995;-0,453;180;11,72104247;-0,381576324;671,5662651
505,248218;-0,39453061;-0,453;181;11,73365931;-0,37727681;672,2891566
505,7914957;-0,391629517;-0,453;182;11,74627615;-0,37291724;673,0120482
506,3347733;-0,388684719;-0,453;183;11,75889298;-0,368498308;673,7349397
506,878051;-0,385696221;-0,453;184;11,77150982;-0,364020718;674,4578313
507,4213287;-0,382664025;-0,453;185;11,78412666;-0,359485181;675,1807229
507,9646063;-0,379588134;-0,453;186;11,7967435;-0,354892421;675,9036144
508,507884;-0,376468554;-0,453;187;11,80936034;-0,350243168;676,6265061
509,0511616;-0,373305286;-0,453;188;11,82197717;-0,345538164;677,3493976
509,5944393;-0,369983951;-0,453;189;11,83459401;-0,340778155;678,0722892
510,1377169;-0,366442635;-0,453;190;11,84721085;-0,3359639;678,7951807
510,6809946;-0,362932567;-0,453;191;11,85982769;-0,331096166;679,5180723
511,2242722;-0,359453742;-0,453;192;11,87244453;-0,326175727;680,2409638
511,7675499;-0,356006152;-0,453;193;11,88506136;-0,321203366;680,9638554
512,3108275;-0,351946861;-0,453;194;11,8976782;-0,316179876;681,6867469
512,8541052;-0,347307961;-0,453;195;11,91029504;-0,311106055;682,4096386
513,3973828;-0,342617197;-0,453;196;11,92291188;-0,305982712;683,13253
513,9406605;-0,337874564;-0,453;197;11,93552872;-0,300810661;683,8554217
514,4839382;-0,333080055;-0,453;198;11,94814555;-0,295590727;684,5783133
515,0272158;-0,328233665;-0,453;199;11,96076239;-0,29032374;685,3012048
515,5704935;-0,323335388;-0,453;200;11,97337923;-0,285010538;686,0240964
516,1137711;-0,318385218;-0,453;201;11,98599607;-0,279651968;686,7469879
516,6570488;-0,31338315;-0,453;202;11,99861291;-0,274248882;687,4698795
517,2003264;-0,308329178;-0,453;203;12,01122974;-0,268802141;688,192771
517,7436041;-0,303223295;-0,453;204;12,02384658;-0,26331261;688,9156627
518,2868817;-0,298266189;-0,453;205;12,03646342;-0,257781166;689,6385542
518,8301594;-0,293361894;-0,453;206;12,04908026;-0,252208686;690,3614458
519,373437;-0,288442091;-0,453;207;12,06169709;-0,246596061;691,0843373
519,9167147;-0,283034471;-0,453;208;12,07431393;-0,24094418;691,8072289
520,4599923;-0,27688722;-0,453;209;12,08693077;-0,235253946;692,5301204
521,00327;-0,270724185;-0,453;210;12,09954761;-0,229526263;693,253012
521,5465477;-0,264545369;-0,453;211;12,11216445;-0,223762044;693,9759037
522,0898253;-0,258350775;-0,453;212;12,12478129;-0,217962206;694,6987952
522,633103;-0,252140406;-0,453;213;12,13739812;-0,212127672;695,4216868
523,1763806;-0,245928727;-0,453;214;12,15001496;-0,206259371;696,1445783
523,7196583;-0,239836648;-0,453;215;12,1626318;-0,200358237;696,8674699
524,2629359;-0,233726849;-0,453;216;12,17524864;-0,19442521;697,5903614
524,8062136;-0,227599331;-0,453;217;12,18786548;-0,188461234;698,313253
525,3494912;-0,2214541;-0,453;218;12,20048231;-0,182467258;699,0361445
525,8927689;-0,215291158;-0,453;219;12,21309915;-0,176444236;699,7590362
526,4360465;-0,209110509;-0,453;220;12,22571599;-0,170393128;700,4819276
526,9793242;-0,202912158;-0,453;221;12,23833283;-0,164314895;701,2048193
527,5226018;-0,196696106;-0,453;222;12,25094966;-0,158210508;701,9277108
528,0658795;-0,190462359;-0,453;223;12,2635665;-0,152080935;702,6506024
528,6091572;-0,184210919;-0,453;224;12,27618334;-0,145927153;703,373494
529,1524348;-0,177841009;-0,453;225;12,28880018;-0,139750143;704,0963855
529,6957125;-0,171104764;-0,453;226;12,30141702;-0,133550887;704,8192771
530,2389901;-0,164360616;-0,453;227;12,31403385;-0,127330373;705,5421686
530,7822678;-0,157608566;-0,453;228;12,32665069;-0,121089588;706,2650603
531,3255454;-0,150848614;-0,453;229;12,33926753;-0,11482953;706,9879518
531,8688231;-0,14408076;-0,453;230;12,35188437;-0,108551192;707,7108434
532,4121007;-0,137305004;-0,453;231;12,36450121;-0,102255575;708,4337349
532,9553784;-0,130510877;-0,453;232;12,37711805;-0,09594368;709,1566265
533,498656;-0,12368068;-0,453;233;12,38973488;-0,089616513;709,879518
534,0419337;-0,116847531;-0,453;234;12,40235172;-0,08327508;710,6024096
534,5852113;-0,11001143;-0,453;235;12,41496856;-0,076920392;711,3253011
535,128489;-0,103172376;-0,453;236;12,4275854;-0,070553459;712,0481928
535,6717666;-0,096330371;-0,453;237;12,44020223;-0,064175296;712,7710843
536,2150443;-0,089485414;-0,453;238;12,45281907;-0,057786916;713,4939759
536,758322;-0,082637504;-0,453;239;12,46543591;-0,051389337;714,2168675
537,3015996;-0,075786643;-0,453;240;12,47805275;-0,04498358;714,939759
537,8448773;-0,06893283;-0,453;241;12,49066959;-0,03857066;715,6626506
538,3881549;-0,062076065;-0,453;242;12,50328642;-0,032151602;716,3855421
538,9314326;-0,055216348;-0,453;243;12,51590326;-0,025727425;717,1084338
539,4747102;-0,048353679;-0,453;244;12,5285201;-0,019299154;717,8313252
540,0179879;-0,041488059;-0,453;245;12,54113694;-0,012867809;718,5542169
540,5612655;-0,034620704;-0,453;246;12,55375378;-0,006434417;719,2771084
541,1045432;-0,027753224;-0,453;247;12,56637061;-2,4993E-16;720
541,6478208;-0,020880701;-0,453;248;12,57898745;0,006434416;720,7228915
542,1910985;-0,014003134;-0,453;249;12,59160429;0,012867809;721,4457831
542,7343761;-0,007098653;-0,453;250;12,60422113;0,019299152;722,1686746
543,2776538;-0,000231002;-0,453;251;12,61683797;0,025727425;722,8915662
